Channels in measurement: A, B
General Device configurations:
Number of runs	1	Threshold voltage	1.0
Channel A:	Average cycles	1	number of stops	1	stop mask	0	mode	2	stop edge	RISE	start edge	RISE
Channel B:	Average cycles	1	number of stops	1	stop mask	0	mode	2	stop edge	RISE	start edge	RISE


Start Time (YY:MM:DD:HH:MM:SS)	Stop Time (ps)	Channel
2025-09-11 18:39:36.749390	210219384	B
2025-09-11 18:39:36.753615	110118688	A
2025-09-11 18:39:36.753615	210219486	B
2025-09-11 18:39:36.757839	110116968	A
2025-09-11 18:39:36.757839	210217733	B
2025-09-11 18:39:36.762063	110118857	A
2025-09-11 18:39:36.762063	210219503	B
2025-09-11 18:39:36.766287	110118857	A
2025-09-11 18:39:36.766287	210219390	B
2025-09-11 18:39:36.770512	110118682	A
2025-09-11 18:39:36.770512	210219377	B
2025-09-11 18:39:36.774737	110118685	A
2025-09-11 18:39:36.774737	210220863	B
2025-09-11 18:39:36.778960	110118709	A
2025-09-11 18:39:36.778960	210219384	B
2025-09-11 18:39:36.783184	110118914	A
2025-09-11 18:39:36.783184	210219430	B
2025-09-11 18:39:36.787409	110118513	A
2025-09-11 18:39:36.787409	210219264	B
2025-09-11 18:39:36.791634	110118804	A
2025-09-11 18:39:36.791634	210219314	B
2025-09-11 18:39:36.795858	110117013	A
2025-09-11 18:39:36.795858	210217705	B
2025-09-11 18:39:36.800082	110118569	A
2025-09-11 18:39:36.800082	210219390	B
2025-09-11 18:39:36.804306	110118740	A
2025-09-11 18:39:36.804306	210219380	B
2025-09-11 18:39:36.808531	110118743	A
2025-09-11 18:39:36.808531	210219364	B
2025-09-11 18:39:36.812756	110118803	A
2025-09-11 18:39:36.812756	210221242	B
2025-09-11 18:39:36.816979	110118742	A
2025-09-11 18:39:36.816979	210219483	B
2025-09-11 18:39:36.821204	110118682	A
2025-09-11 18:39:36.821204	210219383	B
2025-09-11 18:39:36.825428	110118684	A
2025-09-11 18:39:36.825428	210219446	B
2025-09-11 18:39:36.829653	110118539	A
2025-09-11 18:39:36.829653	210219244	B
2025-09-11 18:39:36.833877	110117164	A
2025-09-11 18:39:36.833877	210217725	B
2025-09-11 18:39:36.838101	110118800	A
2025-09-11 18:39:36.838101	210219430	B
2025-09-11 18:39:36.842325	110118682	A
2025-09-11 18:39:36.842325	210219198	B
2025-09-11 18:39:36.846550	110118689	A
2025-09-11 18:39:36.846550	210219333	B
2025-09-11 18:39:36.850775	110118917	A
2025-09-11 18:39:36.850775	210221252	B
2025-09-11 18:39:36.854998	110118627	A
2025-09-11 18:39:36.854998	210219367	B
2025-09-11 18:39:36.859223	110118630	A
2025-09-11 18:39:36.859223	210219311	B
2025-09-11 18:39:36.863447	110118682	A
2025-09-11 18:39:36.863447	210219257	B
2025-09-11 18:39:36.867672	110118742	A
2025-09-11 18:39:36.867672	210219433	B
2025-09-11 18:39:36.871897	110116988	A
2025-09-11 18:39:36.871897	210217775	B
2025-09-11 18:39:36.876120	110118683	A
2025-09-11 18:39:36.876120	210219377	B
2025-09-11 18:39:36.880345	110118686	A
2025-09-11 18:39:36.880345	210219307	B
2025-09-11 18:39:36.884569	110118743	A
2025-09-11 18:39:36.884569	210219251	B
2025-09-11 18:39:36.888794	110118863	A
2025-09-11 18:39:36.888794	210221224	B
2025-09-11 18:39:36.893017	110118800	A
2025-09-11 18:39:36.893017	210219500	B
2025-09-11 18:39:36.897242	110118685	A
2025-09-11 18:39:36.897242	210219433	B
2025-09-11 18:39:36.901466	110118563	A
2025-09-11 18:39:36.901466	210219181	B
2025-09-11 18:39:36.905691	110118740	A
2025-09-11 18:39:36.905691	210219510	B
2025-09-11 18:39:36.909916	110117161	A
2025-09-11 18:39:36.909916	210217778	B
2025-09-11 18:39:36.914139	110118803	A
2025-09-11 18:39:36.914139	210219549	B
2025-09-11 18:39:36.918364	110118801	A
2025-09-11 18:39:36.918364	210219436	B
2025-09-11 18:39:36.922588	110118799	A
2025-09-11 18:39:36.922588	210219364	B
2025-09-11 18:39:36.926813	110118622	A
2025-09-11 18:39:36.926813	210220936	B
2025-09-11 18:39:36.931036	110118685	A
2025-09-11 18:39:36.931036	210219244	B
2025-09-11 18:39:36.935261	110118684	A
2025-09-11 18:39:36.935261	210219424	B
2025-09-11 18:39:36.939485	110118683	A
2025-09-11 18:39:36.939485	210219357	B
2025-09-11 18:39:36.943710	110118799	A
2025-09-11 18:39:36.943710	210219616	B
2025-09-11 18:39:36.947935	110118627	A
2025-09-11 18:39:36.947935	210219377	B
2025-09-11 18:39:36.952158	110118687	A
2025-09-11 18:39:36.952158	210219384	B
2025-09-11 18:39:36.956383	110118800	A
2025-09-11 18:39:36.956383	210219361	B
2025-09-11 18:39:36.960607	110118800	A
2025-09-11 18:39:36.960607	210219380	B
2025-09-11 18:39:36.964832	110116930	A
2025-09-11 18:39:36.964832	210217536	B
2025-09-11 18:39:36.969055	110118745	A
2025-09-11 18:39:36.969055	210219384	B
2025-09-11 18:39:36.973280	110118564	A
2025-09-11 18:39:36.973280	210219346	B
2025-09-11 18:39:36.977505	110118742	A
2025-09-11 18:39:36.977505	210219317	B
2025-09-11 18:39:36.981729	110118651	A
2025-09-11 18:39:36.981729	210220978	B
2025-09-11 18:39:36.985953	110118860	A
2025-09-11 18:39:36.985953	210219453	B
2025-09-11 18:39:36.990177	110118630	A
2025-09-11 18:39:36.990177	210219370	B
2025-09-11 18:39:36.994402	110118860	A
2025-09-11 18:39:36.994402	210219208	B
2025-09-11 18:39:36.998626	110118684	A
2025-09-11 18:39:36.998626	210219380	B
2025-09-11 18:39:37.002851	110117101	A
2025-09-11 18:39:37.002851	210217718	B
2025-09-11 18:39:37.007075	110118743	A
2025-09-11 18:39:37.007075	210219373	B
2025-09-11 18:39:37.011299	110118510	A
2025-09-11 18:39:37.011299	210219380	B
2025-09-11 18:39:37.015524	110118680	A
2025-09-11 18:39:37.015524	210219367	B
2025-09-11 18:39:37.019748	110118979	A
2025-09-11 18:39:37.019748	210221231	B
2025-09-11 18:39:37.023972	110118744	A
2025-09-11 18:39:37.023972	210219486	B
2025-09-11 18:39:37.028196	110118859	A
2025-09-11 18:39:37.028196	210219420	B
2025-09-11 18:39:37.032421	110118629	A
2025-09-11 18:39:37.032421	210219383	B
2025-09-11 18:39:37.036646	110118803	A
2025-09-11 18:39:37.036646	210221178	B
2025-09-11 18:39:37.040870	110117045	A
2025-09-11 18:39:37.040870	210217828	B
2025-09-11 18:39:37.045093	110118627	A
2025-09-11 18:39:37.045093	210219314	B
2025-09-11 18:39:37.049318	110118629	A
2025-09-11 18:39:37.049318	210219327	B
2025-09-11 18:39:37.053543	110118686	A
2025-09-11 18:39:37.053543	210219436	B
2025-09-11 18:39:37.057767	110118742	A
2025-09-11 18:39:37.057767	210221157	B
2025-09-11 18:39:37.061991	110118679	A
2025-09-11 18:39:37.061991	210219384	B
2025-09-11 18:39:37.066215	110118683	A
2025-09-11 18:39:37.066215	210219387	B
2025-09-11 18:39:37.070440	110118562	A
2025-09-11 18:39:37.070440	210219324	B
2025-09-11 18:39:37.074665	110118745	A
2025-09-11 18:39:37.074665	210219324	B
2025-09-11 18:39:37.078889	110115175	A
2025-09-11 18:39:37.078889	210215924	B
2025-09-11 18:39:37.083113	110118800	A
2025-09-11 18:39:37.083113	210219503	B
2025-09-11 18:39:37.087337	110118743	A
2025-09-11 18:39:37.087337	210219436	B
2025-09-11 18:39:37.091562	110118682	A
2025-09-11 18:39:37.091562	210219304	B
2025-09-11 18:39:37.095786	110118741	A
2025-09-11 18:39:37.095786	210220971	B
2025-09-11 18:39:37.100010	110118854	A
2025-09-11 18:39:37.100010	210219304	B
2025-09-11 18:39:37.104234	110118568	A
2025-09-11 18:39:37.104234	210219377	B
2025-09-11 18:39:37.108459	110118630	A
2025-09-11 18:39:37.108459	210219198	B
2025-09-11 18:39:37.112684	110118808	A
2025-09-11 18:39:37.112684	210219500	B
2025-09-11 18:39:37.116908	110116989	A
2025-09-11 18:39:37.116908	210217642	B
2025-09-11 18:39:37.121132	110118682	A
2025-09-11 18:39:37.121132	210219426	B
2025-09-11 18:39:37.125356	110118856	A
2025-09-11 18:39:37.125356	210219499	B
2025-09-11 18:39:37.129581	110118567	A
2025-09-11 18:39:37.129581	210219364	B
2025-09-11 18:39:37.133806	110118628	A
2025-09-11 18:39:37.133806	210221108	B
2025-09-11 18:39:37.138029	110118625	A
2025-09-11 18:39:37.138029	210219304	B
2025-09-11 18:39:37.142254	110118742	A
2025-09-11 18:39:37.142254	210219364	B
2025-09-11 18:39:37.146478	110118857	A
2025-09-11 18:39:37.146478	210219261	B
2025-09-11 18:39:37.150703	110118742	A
2025-09-11 18:39:37.150703	210219373	B
2025-09-11 18:39:37.154927	110118796	A
2025-09-11 18:39:37.154927	210219689	B
2025-09-11 18:39:37.159151	110118686	A
2025-09-11 18:39:37.159151	210219267	B
2025-09-11 18:39:37.163375	110118685	A
2025-09-11 18:39:37.163375	210219251	B
2025-09-11 18:39:37.167600	110118923	A
2025-09-11 18:39:37.167600	210219486	B
2025-09-11 18:39:37.171825	110115410	A
2025-09-11 18:39:37.171825	210215992	B
2025-09-11 18:39:37.176048	110118681	A
2025-09-11 18:39:37.176048	210219307	B
2025-09-11 18:39:37.180273	110118860	A
2025-09-11 18:39:37.180273	210219493	B
2025-09-11 18:39:37.184497	110118803	A
2025-09-11 18:39:37.184497	210219433	B
2025-09-11 18:39:37.188722	110118627	A
2025-09-11 18:39:37.188722	210222914	B
2025-09-11 18:39:37.192947	110118801	A
2025-09-11 18:39:37.192947	210219486	B
2025-09-11 18:39:37.197170	110118860	A
2025-09-11 18:39:37.197170	210219483	B
2025-09-11 18:39:37.201395	110118625	A
2025-09-11 18:39:37.201395	210219370	B
2025-09-11 18:39:37.205619	110118684	A
2025-09-11 18:39:37.205619	210219370	B
2025-09-11 18:39:37.209844	110117114	A
2025-09-11 18:39:37.209844	210217811	B
2025-09-11 18:39:37.214067	110118802	A
2025-09-11 18:39:37.214067	210219446	B
2025-09-11 18:39:37.218292	110118744	A
2025-09-11 18:39:37.218292	210219436	B
2025-09-11 18:39:37.222516	110118801	A
2025-09-11 18:39:37.222516	210219496	B
2025-09-11 18:39:37.226741	110118803	A
2025-09-11 18:39:37.226741	210220998	B
2025-09-11 18:39:37.230964	110118512	A
2025-09-11 18:39:37.230964	210219257	B
2025-09-11 18:39:37.235189	110118744	A
2025-09-11 18:39:37.235189	210219377	B
2025-09-11 18:39:37.239414	110118682	A
2025-09-11 18:39:37.239414	210219552	B
2025-09-11 18:39:37.243638	110118744	A
2025-09-11 18:39:37.243638	210219324	B
2025-09-11 18:39:37.247863	110117221	A
2025-09-11 18:39:37.247863	210217716	B
2025-09-11 18:39:37.252086	110118564	A
2025-09-11 18:39:37.252086	210219194	B
2025-09-11 18:39:37.256311	110118859	A
2025-09-11 18:39:37.256311	210219413	B
2025-09-11 18:39:37.260535	110118688	A
2025-09-11 18:39:37.260535	210219403	B
2025-09-11 18:39:37.264760	110118801	A
2025-09-11 18:39:37.264760	210221120	B
2025-09-11 18:39:37.268983	110118800	A
2025-09-11 18:39:37.268983	210219320	B
2025-09-11 18:39:37.273208	110119037	A
2025-09-11 18:39:37.273208	210219552	B
2025-09-11 18:39:37.277433	110118682	A
2025-09-11 18:39:37.277433	210219370	B
2025-09-11 18:39:37.281657	110118629	A
2025-09-11 18:39:37.281657	210219280	B
2025-09-11 18:39:37.285882	110116992	A
2025-09-11 18:39:37.285882	210217792	B
2025-09-11 18:39:37.290105	110118568	A
2025-09-11 18:39:37.290105	210219198	B
2025-09-11 18:39:37.294330	110118684	A
2025-09-11 18:39:37.294330	210219373	B
2025-09-11 18:39:37.298555	110118741	A
2025-09-11 18:39:37.298555	210219436	B
2025-09-11 18:39:37.302779	110118802	A
2025-09-11 18:39:37.302779	210220935	B
2025-09-11 18:39:37.307003	110118744	A
2025-09-11 18:39:37.307003	210219483	B
2025-09-11 18:39:37.311227	110118684	A
2025-09-11 18:39:37.311227	210219552	B
2025-09-11 18:39:37.315452	110118918	A
2025-09-11 18:39:37.315452	210219496	B
2025-09-11 18:39:37.319676	110118741	A
2025-09-11 18:39:37.319676	210219324	B
2025-09-11 18:39:37.323901	110117105	A
2025-09-11 18:39:37.323901	210217775	B
2025-09-11 18:39:37.328124	110118745	A
2025-09-11 18:39:37.328124	210219307	B
2025-09-11 18:39:37.332349	110118802	A
2025-09-11 18:39:37.332349	210219433	B
2025-09-11 18:39:37.336574	110118740	A
2025-09-11 18:39:37.336574	210219390	B
2025-09-11 18:39:37.340798	110118627	A
2025-09-11 18:39:37.340798	210220989	B
2025-09-11 18:39:37.345022	110118686	A
2025-09-11 18:39:37.345022	210219377	B
2025-09-11 18:39:37.349246	110118681	A
2025-09-11 18:39:37.349246	210219403	B
2025-09-11 18:39:37.353471	110118742	A
2025-09-11 18:39:37.353471	210219370	B
2025-09-11 18:39:37.357696	110118629	A
2025-09-11 18:39:37.357696	210219370	B
2025-09-11 18:39:37.361920	110123888	A
2025-09-11 18:39:37.361920	210224395	B
2025-09-11 18:39:37.366144	110118685	A
2025-09-11 18:39:37.366144	210219363	B
2025-09-11 18:39:37.370368	110118737	A
2025-09-11 18:39:37.370368	210219261	B
2025-09-11 18:39:37.374593	110118859	A
2025-09-11 18:39:37.374593	210219327	B
2025-09-11 18:39:37.378817	110115408	A
2025-09-11 18:39:37.378817	210216046	B
2025-09-11 18:39:37.383041	110118627	A
2025-09-11 18:39:37.383041	210219486	B
2025-09-11 18:39:37.387265	110118860	A
2025-09-11 18:39:37.387265	210219370	B
2025-09-11 18:39:37.391490	110118853	A
2025-09-11 18:39:37.391490	210219499	B
2025-09-11 18:39:37.395715	110118567	A
2025-09-11 18:39:37.395715	210219307	B
2025-09-11 18:39:37.399939	110118860	A
2025-09-11 18:39:37.399939	210219500	B
2025-09-11 18:39:37.404163	110118741	A
2025-09-11 18:39:37.404163	210219293	B
2025-09-11 18:39:37.408387	110118921	A
2025-09-11 18:39:37.408387	210219549	B
2025-09-11 18:39:37.412612	110118742	A
2025-09-11 18:39:37.412612	210219364	B
2025-09-11 18:39:37.416837	110115406	A
2025-09-11 18:39:37.416837	210216037	B
2025-09-11 18:39:37.421060	110118859	A
2025-09-11 18:39:37.421060	210219503	B
2025-09-11 18:39:37.425284	110118680	A
2025-09-11 18:39:37.425284	210219370	B
2025-09-11 18:39:37.429509	110118742	A
2025-09-11 18:39:37.429509	210219317	B
2025-09-11 18:39:37.433734	110118802	A
2025-09-11 18:39:37.433734	210221096	B
2025-09-11 18:39:37.437957	110118799	A
2025-09-11 18:39:37.437957	210219486	B
2025-09-11 18:39:37.442182	110118625	A
2025-09-11 18:39:37.442182	210219320	B
2025-09-11 18:39:37.446406	110118741	A
2025-09-11 18:39:37.446406	210219380	B
2025-09-11 18:39:37.450631	110118744	A
2025-09-11 18:39:37.450631	210219377	B
2025-09-11 18:39:37.454856	110117060	A
2025-09-11 18:39:37.454856	210217633	B
2025-09-11 18:39:37.459079	110118623	A
2025-09-11 18:39:37.459079	210219373	B
2025-09-11 18:39:37.463304	110118684	A
2025-09-11 18:39:37.463304	210219310	B
2025-09-11 18:39:37.467528	110118683	A
2025-09-11 18:39:37.467528	210219436	B
2025-09-11 18:39:37.471753	110118736	A
2025-09-11 18:39:37.471753	210220929	B
2025-09-11 18:39:37.475976	110118662	A
2025-09-11 18:39:37.475976	210219324	B
2025-09-11 18:39:37.480201	110118856	A
2025-09-11 18:39:37.480201	210219426	B
2025-09-11 18:39:37.484425	110118682	A
2025-09-11 18:39:37.484425	210219334	B
2025-09-11 18:39:37.488650	110118803	A
2025-09-11 18:39:37.488650	210219443	B
2025-09-11 18:39:37.492875	110116815	A
2025-09-11 18:39:37.492875	210217540	B
2025-09-11 18:39:37.497098	110118738	A
2025-09-11 18:39:37.497098	210219320	B
2025-09-11 18:39:37.501323	110118625	A
2025-09-11 18:39:37.501323	210219384	B
2025-09-11 18:39:37.505547	110118744	A
2025-09-11 18:39:37.505547	210219493	B
2025-09-11 18:39:37.509772	110118742	A
2025-09-11 18:39:37.509772	210221070	B
2025-09-11 18:39:37.513995	110118732	A
2025-09-11 18:39:37.513995	210219436	B
2025-09-11 18:39:37.518220	110118862	A
2025-09-11 18:39:37.518220	210219377	B
2025-09-11 18:39:37.522445	110118688	A
2025-09-11 18:39:37.522445	210219370	B
2025-09-11 18:39:37.526669	110118627	A
2025-09-11 18:39:37.526669	210219251	B
2025-09-11 18:39:37.530894	110116813	A
2025-09-11 18:39:37.530894	210217467	B
2025-09-11 18:39:37.535117	110118920	A
2025-09-11 18:39:37.535117	210219556	B
2025-09-11 18:39:37.539342	110118625	A
2025-09-11 18:39:37.539342	210219486	B
2025-09-11 18:39:37.543566	110118683	A
2025-09-11 18:39:37.543566	210219503	B
2025-09-11 18:39:37.547791	110118804	A
2025-09-11 18:39:37.547791	210221111	B
2025-09-11 18:39:37.552014	110118390	A
2025-09-11 18:39:37.552014	210219324	B
2025-09-11 18:39:37.556239	110118801	A
2025-09-11 18:39:37.556239	210219320	B
2025-09-11 18:39:37.560464	110118686	A
2025-09-11 18:39:37.560464	210219310	B
2025-09-11 18:39:37.564688	110118744	A
2025-09-11 18:39:37.564688	210219317	B
2025-09-11 18:39:37.568913	110117050	A
2025-09-11 18:39:37.568913	210217635	B
2025-09-11 18:39:37.573136	110118885	A
2025-09-11 18:39:37.573136	210219559	B
2025-09-11 18:39:37.577361	110118745	A
2025-09-11 18:39:37.577361	210219563	B
2025-09-11 18:39:37.581585	110118627	A
2025-09-11 18:39:37.581585	210219367	B
2025-09-11 18:39:37.585810	110118920	A
2025-09-11 18:39:37.585810	210221236	B
2025-09-11 18:39:37.590033	110118808	A
2025-09-11 18:39:37.590033	210219569	B
2025-09-11 18:39:37.594258	110118860	A
2025-09-11 18:39:37.594258	210219453	B
2025-09-11 18:39:37.598483	110118626	A
2025-09-11 18:39:37.598483	210219304	B
2025-09-11 18:39:37.602707	110118744	A
2025-09-11 18:39:37.602707	210219493	B
2025-09-11 18:39:37.606932	110118629	A
2025-09-11 18:39:37.606932	210219238	B
2025-09-11 18:39:37.611155	110118739	A
2025-09-11 18:39:37.611155	210219320	B
2025-09-11 18:39:37.615380	110118685	A
2025-09-11 18:39:37.615380	210219423	B
2025-09-11 18:39:37.619605	110118623	A
2025-09-11 18:39:37.619605	210219274	B
2025-09-11 18:39:37.623829	110116990	A
2025-09-11 18:39:37.623829	210217656	B
2025-09-11 18:39:37.628053	110118803	A
2025-09-11 18:39:37.628053	210219254	B
2025-09-11 18:39:37.632277	110118740	A
2025-09-11 18:39:37.632277	210219496	B
2025-09-11 18:39:37.636502	110118686	A
2025-09-11 18:39:37.636502	210219304	B
2025-09-11 18:39:37.640726	110118623	A
2025-09-11 18:39:37.640726	210222654	B
2025-09-11 18:39:37.644950	110118802	A
2025-09-11 18:39:37.644950	210219483	B
2025-09-11 18:39:37.649174	110118768	A
2025-09-11 18:39:37.649174	210219357	B
2025-09-11 18:39:37.653399	110118801	A
2025-09-11 18:39:37.653399	210219390	B
2025-09-11 18:39:37.657624	110118859	A
2025-09-11 18:39:37.657624	210219427	B
2025-09-11 18:39:37.661848	110117222	A
2025-09-11 18:39:37.661848	210217884	B
2025-09-11 18:39:37.666072	110118686	A
2025-09-11 18:39:37.666072	210219367	B
2025-09-11 18:39:37.670296	110118801	A
2025-09-11 18:39:37.670296	210219426	B
2025-09-11 18:39:37.674521	110118860	A
2025-09-11 18:39:37.674521	210222974	B
2025-09-11 18:39:37.678746	110118915	A
2025-09-11 18:39:37.678746	210221344	B
2025-09-11 18:39:37.682969	110118685	A
2025-09-11 18:39:37.682969	210219374	B
2025-09-11 18:39:37.687193	110118566	A
2025-09-11 18:39:37.687193	210219264	B
2025-09-11 18:39:37.691418	110118799	A
2025-09-11 18:39:37.691418	210219569	B
2025-09-11 18:39:37.695643	110118859	A
2025-09-11 18:39:37.695643	210219301	B
2025-09-11 18:39:37.699867	110117147	A
2025-09-11 18:39:37.699867	210217841	B
2025-09-11 18:39:37.704091	110118803	A
2025-09-11 18:39:37.704091	210219559	B
2025-09-11 18:39:37.708315	110118686	A
2025-09-11 18:39:37.708315	210219230	B
2025-09-11 18:39:37.712540	110118736	A
2025-09-11 18:39:37.712540	210219361	B
2025-09-11 18:39:37.716765	110118686	A
2025-09-11 18:39:37.716765	210220982	B
2025-09-11 18:39:37.720988	110118738	A
2025-09-11 18:39:37.720988	210219251	B
2025-09-11 18:39:37.725213	110118682	A
2025-09-11 18:39:37.725213	210219327	B
2025-09-11 18:39:37.729437	110118690	A
2025-09-11 18:39:37.729437	210219367	B
2025-09-11 18:39:37.733662	110118742	A
2025-09-11 18:39:37.733662	210219361	B
2025-09-11 18:39:37.737887	110116966	A
2025-09-11 18:39:37.737887	210217705	B
2025-09-11 18:39:37.742110	110119032	A
2025-09-11 18:39:37.742110	210219496	B
2025-09-11 18:39:37.746334	110118741	A
2025-09-11 18:39:37.746334	210219493	B
2025-09-11 18:39:37.750559	110118682	A
2025-09-11 18:39:37.750559	210219301	B
2025-09-11 18:39:37.754784	110118686	A
2025-09-11 18:39:37.754784	210217677	B
2025-09-11 18:39:37.759007	110118684	A
2025-09-11 18:39:37.759007	210219324	B
2025-09-11 18:39:37.763232	110118746	A
2025-09-11 18:39:37.763232	210219552	B
2025-09-11 18:39:37.767456	110118800	A
2025-09-11 18:39:37.767456	210219357	B
2025-09-11 18:39:37.771681	110118564	A
2025-09-11 18:39:37.771681	210219311	B
2025-09-11 18:39:37.775906	110115468	A
2025-09-11 18:39:37.775906	210216046	B
2025-09-11 18:39:37.780129	110118800	A
2025-09-11 18:39:37.780129	210219433	B
2025-09-11 18:39:37.784354	110118629	A
2025-09-11 18:39:37.784354	210219380	B
2025-09-11 18:39:37.788578	110118802	A
2025-09-11 18:39:37.788578	210219301	B
2025-09-11 18:39:37.792803	110118697	A
2025-09-11 18:39:37.792803	210220996	B
2025-09-11 18:39:37.797026	110118803	A
2025-09-11 18:39:37.797026	210219390	B
2025-09-11 18:39:37.801251	110118567	A
2025-09-11 18:39:37.801251	210219238	B
2025-09-11 18:39:37.805475	110118681	A
2025-09-11 18:39:37.805475	210219490	B
2025-09-11 18:39:37.809700	110118668	A
2025-09-11 18:39:37.809700	210219384	B
2025-09-11 18:39:37.813925	110123598	A
2025-09-11 18:39:37.813925	210224391	B
2025-09-11 18:39:37.818148	110118625	A
2025-09-11 18:39:37.818148	210219198	B
2025-09-11 18:39:37.822373	110118744	A
2025-09-11 18:39:37.822373	210219427	B
2025-09-11 18:39:37.826597	110118508	A
2025-09-11 18:39:37.826597	210219248	B
2025-09-11 18:39:37.830822	110115295	A
2025-09-11 18:39:37.830822	210216040	B
2025-09-11 18:39:37.835045	110118568	A
2025-09-11 18:39:37.835045	210219450	B
2025-09-11 18:39:37.839270	110118686	A
2025-09-11 18:39:37.839270	210219198	B
2025-09-11 18:39:37.843495	110118859	A
2025-09-11 18:39:37.843495	210219417	B
2025-09-11 18:39:37.847719	110118623	A
2025-09-11 18:39:37.847719	210222589	B
2025-09-11 18:39:37.851944	110118580	A
2025-09-11 18:39:37.851944	210219264	B
2025-09-11 18:39:37.856167	110118797	A
2025-09-11 18:39:37.856167	210219503	B
2025-09-11 18:39:37.860392	110118744	A
2025-09-11 18:39:37.860392	210219317	B
2025-09-11 18:39:37.864616	110118800	A
2025-09-11 18:39:37.864616	210219436	B
2025-09-11 18:39:37.868841	110116971	A
2025-09-11 18:39:37.868841	210217599	B
2025-09-11 18:39:37.873064	110118561	A
2025-09-11 18:39:37.873064	210219307	B
2025-09-11 18:39:37.877289	110118686	A
2025-09-11 18:39:37.877289	210219364	B
2025-09-11 18:39:37.881514	110118862	A
2025-09-11 18:39:37.881514	210219374	B
2025-09-11 18:39:37.885738	110118785	A
2025-09-11 18:39:37.885738	210221090	B
2025-09-11 18:39:37.889962	110118799	A
2025-09-11 18:39:37.889962	210219440	B
2025-09-11 18:39:37.894186	110118741	A
2025-09-11 18:39:37.894186	210219569	B
2025-09-11 18:39:37.898411	110118569	A
2025-09-11 18:39:37.898411	210219361	B
2025-09-11 18:39:37.902636	110118779	A
2025-09-11 18:39:37.902636	210219331	B
2025-09-11 18:39:37.906860	110117043	A
2025-09-11 18:39:37.906860	210217529	B
2025-09-11 18:39:37.911084	110118747	A
2025-09-11 18:39:37.911084	210219436	B
2025-09-11 18:39:37.915308	110118740	A
2025-09-11 18:39:37.915308	210219307	B
2025-09-11 18:39:37.919533	110118742	A
2025-09-11 18:39:37.919533	210219264	B
2025-09-11 18:39:37.923757	110118863	A
2025-09-11 18:39:37.923757	210221126	B
2025-09-11 18:39:37.927981	110118628	A
2025-09-11 18:39:37.927981	210219314	B
2025-09-11 18:39:37.932205	110118745	A
2025-09-11 18:39:37.932205	210219503	B
2025-09-11 18:39:37.936430	110118862	A
2025-09-11 18:39:37.936430	210219566	B
2025-09-11 18:39:37.940655	110118626	A
2025-09-11 18:39:37.940655	210219251	B
2025-09-11 18:39:37.944879	110116989	A
2025-09-11 18:39:37.944879	210217630	B
2025-09-11 18:39:37.949103	110118686	A
2025-09-11 18:39:37.949103	210219510	B
2025-09-11 18:39:37.953327	110118739	A
2025-09-11 18:39:37.953327	210219374	B
2025-09-11 18:39:37.957552	110118801	A
2025-09-11 18:39:37.957552	210219436	B
2025-09-11 18:39:37.961777	110118967	A
2025-09-11 18:39:37.961777	210221094	B
2025-09-11 18:39:37.966000	110118805	A
2025-09-11 18:39:37.966000	210219331	B
2025-09-11 18:39:37.970224	110118742	A
2025-09-11 18:39:37.970224	210219268	B
2025-09-11 18:39:37.974449	110118799	A
2025-09-11 18:39:37.974449	210219430	B
2025-09-11 18:39:37.978674	110118861	A
2025-09-11 18:39:37.978674	210219486	B
2025-09-11 18:39:37.982898	110116933	A
2025-09-11 18:39:37.982898	210217586	B
2025-09-11 18:39:37.987122	110118685	A
2025-09-11 18:39:37.987122	210219496	B
2025-09-11 18:39:37.991346	110118629	A
2025-09-11 18:39:37.991346	210219314	B
2025-09-11 18:39:37.995571	110118512	A
2025-09-11 18:39:37.995571	210219178	B
2025-09-11 18:39:37.999796	110118806	A
2025-09-11 18:39:37.999796	210221234	B
2025-09-11 18:39:38.004019	110118799	A
2025-09-11 18:39:38.004019	210219373	B
2025-09-11 18:39:38.008244	110118567	A
2025-09-11 18:39:38.008244	210219370	B
2025-09-11 18:39:38.012468	110118627	A
2025-09-11 18:39:38.012468	210219374	B
2025-09-11 18:39:38.016693	110118697	A
2025-09-11 18:39:38.016693	210219573	B
2025-09-11 18:39:38.020917	110123773	A
2025-09-11 18:39:38.020917	210224467	B
2025-09-11 18:39:38.025141	110118802	A
2025-09-11 18:39:38.025141	210219499	B
2025-09-11 18:39:38.029365	110118801	A
2025-09-11 18:39:38.029365	210219390	B
2025-09-11 18:39:38.033590	110118803	A
2025-09-11 18:39:38.033590	210219490	B
2025-09-11 18:39:38.037815	110118736	A
2025-09-11 18:39:38.037815	210220981	B
2025-09-11 18:39:38.042038	110118682	A
2025-09-11 18:39:38.042038	210219268	B
2025-09-11 18:39:38.046263	110118628	A
2025-09-11 18:39:38.046263	210219270	B
2025-09-11 18:39:38.050487	110118803	A
2025-09-11 18:39:38.050487	210219387	B
2025-09-11 18:39:38.054712	110118686	A
2025-09-11 18:39:38.054712	210219297	B
2025-09-11 18:39:38.058937	110118741	A
2025-09-11 18:39:38.058937	210219496	B
2025-09-11 18:39:38.063160	110118565	A
2025-09-11 18:39:38.063160	210219304	B
2025-09-11 18:39:38.067385	110118744	A
2025-09-11 18:39:38.067385	210219446	B
2025-09-11 18:39:38.071609	110118744	A
2025-09-11 18:39:38.071609	210219430	B
2025-09-11 18:39:38.075834	110115349	A
