Channels in measurement: A, B
General Device configurations:
Number of runs	1	Threshold voltage	1.0
Channel A:	Average cycles	1	number of stops	1	stop mask	0	mode	2	stop edge	RISE	start edge	RISE
Channel B:	Average cycles	1	number of stops	1	stop mask	0	mode	2	stop edge	RISE	start edge	RISE


Start Time (YY:MM:DD:HH:MM:SS)	Stop Time (ps)	Channel
2025-09-11 18:39:38.075834	210215980	B
2025-09-11 18:39:38.080057	110118567	A
2025-09-11 18:39:38.080057	210219373	B
2025-09-11 18:39:38.084282	110118914	A
2025-09-11 18:39:38.084282	210219364	B
2025-09-11 18:39:38.088506	110118801	A
2025-09-11 18:39:38.088506	210219427	B
2025-09-11 18:39:38.092731	110118860	A
2025-09-11 18:39:38.092731	210221164	B
2025-09-11 18:39:38.096954	110118623	A
2025-09-11 18:39:38.096954	210219440	B
2025-09-11 18:39:38.101179	110118800	A
2025-09-11 18:39:38.101179	210219387	B
2025-09-11 18:39:38.105404	110118684	A
2025-09-11 18:39:38.105404	210219403	B
2025-09-11 18:39:38.109628	110118750	A
2025-09-11 18:39:38.109628	210219307	B
2025-09-11 18:39:38.113853	110117100	A
2025-09-11 18:39:38.113853	210217875	B
2025-09-11 18:39:38.118076	110118801	A
2025-09-11 18:39:38.118076	210219449	B
2025-09-11 18:39:38.122301	110118744	A
2025-09-11 18:39:38.122301	210219440	B
2025-09-11 18:39:38.126526	110118656	A
2025-09-11 18:39:38.126526	210219174	B
2025-09-11 18:39:38.130750	110118801	A
2025-09-11 18:39:38.130750	210221045	B
2025-09-11 18:39:38.134973	110118794	A
2025-09-11 18:39:38.134973	210219449	B
2025-09-11 18:39:38.139198	110118623	A
2025-09-11 18:39:38.139198	210219320	B
2025-09-11 18:39:38.143423	110118742	A
2025-09-11 18:39:38.143423	210219427	B
2025-09-11 18:39:38.147647	110118919	A
2025-09-11 18:39:38.147647	210219599	B
2025-09-11 18:39:38.151872	110117043	A
2025-09-11 18:39:38.151872	210217635	B
2025-09-11 18:39:38.156095	110118684	A
2025-09-11 18:39:38.156095	210219449	B
2025-09-11 18:39:38.160320	110118867	A
2025-09-11 18:39:38.160320	210219436	B
2025-09-11 18:39:38.164545	110118566	A
2025-09-11 18:39:38.164545	210219479	B
2025-09-11 18:39:38.168769	110118627	A
2025-09-11 18:39:38.168769	210220938	B
2025-09-11 18:39:38.172993	110118627	A
2025-09-11 18:39:38.172993	210219387	B
2025-09-11 18:39:38.177217	110118744	A
2025-09-11 18:39:38.177217	210219251	B
2025-09-11 18:39:38.181442	110118747	A
2025-09-11 18:39:38.181442	210219483	B
2025-09-11 18:39:38.185666	110118627	A
2025-09-11 18:39:38.185666	210219426	B
2025-09-11 18:39:38.189891	110117038	A
2025-09-11 18:39:38.189891	210217709	B
2025-09-11 18:39:38.194114	110118685	A
2025-09-11 18:39:38.194114	210219400	B
2025-09-11 18:39:38.198339	110118567	A
2025-09-11 18:39:38.198339	210219151	B
2025-09-11 18:39:38.202564	110118629	A
2025-09-11 18:39:38.202564	210219423	B
2025-09-11 18:39:38.206788	110118686	A
2025-09-11 18:39:38.206788	210221262	B
2025-09-11 18:39:38.211012	110118744	A
2025-09-11 18:39:38.211012	210219346	B
2025-09-11 18:39:38.215236	110118794	A
2025-09-11 18:39:38.215236	210219383	B
2025-09-11 18:39:38.219461	110118896	A
2025-09-11 18:39:38.219461	210219539	B
2025-09-11 18:39:38.223686	110118684	A
2025-09-11 18:39:38.223686	210219479	B
2025-09-11 18:39:38.227910	110117105	A
2025-09-11 18:39:38.227910	210217696	B
2025-09-11 18:39:38.232134	110118859	A
2025-09-11 18:39:38.232134	210219509	B
2025-09-11 18:39:38.236358	110118803	A
2025-09-11 18:39:38.236358	210219264	B
2025-09-11 18:39:38.240583	110118855	A
2025-09-11 18:39:38.240583	210219549	B
2025-09-11 18:39:38.244807	110118859	A
2025-09-11 18:39:38.244807	210221160	B
2025-09-11 18:39:38.249031	110118743	A
2025-09-11 18:39:38.249031	210219387	B
2025-09-11 18:39:38.253256	110118631	A
2025-09-11 18:39:38.253256	210219201	B
2025-09-11 18:39:38.257480	110118683	A
2025-09-11 18:39:38.257480	210219493	B
2025-09-11 18:39:38.261705	110118857	A
2025-09-11 18:39:38.261705	210219539	B
2025-09-11 18:39:38.265929	110118803	A
2025-09-11 18:39:38.265929	210219178	B
2025-09-11 18:39:38.270153	110118502	A
2025-09-11 18:39:38.270153	210219297	B
2025-09-11 18:39:38.274377	110118687	A
2025-09-11 18:39:38.274377	210219403	B
2025-09-11 18:39:38.278602	110118864	A
2025-09-11 18:39:38.278602	210219310	B
2025-09-11 18:39:38.282827	110115356	A
2025-09-11 18:39:38.282827	210216037	B
2025-09-11 18:39:38.287050	110118626	A
2025-09-11 18:39:38.287050	210219261	B
2025-09-11 18:39:38.291275	110118801	A
2025-09-11 18:39:38.291275	210219462	B
2025-09-11 18:39:38.295499	110118738	A
2025-09-11 18:39:38.295499	210219440	B
2025-09-11 18:39:38.299724	110118625	A
2025-09-11 18:39:38.299724	210222593	B
2025-09-11 18:39:38.303948	110118743	A
2025-09-11 18:39:38.303948	210219483	B
2025-09-11 18:39:38.308172	110118861	A
2025-09-11 18:39:38.308172	210219400	B
2025-09-11 18:39:38.312396	110118856	A
2025-09-11 18:39:38.312396	210219333	B
2025-09-11 18:39:38.316621	110118832	A
2025-09-11 18:39:38.316621	210219174	B
2025-09-11 18:39:38.320846	110117104	A
2025-09-11 18:39:38.320846	210217875	B
2025-09-11 18:39:38.325069	110118626	A
2025-09-11 18:39:38.325069	210219367	B
2025-09-11 18:39:38.329294	110118684	A
2025-09-11 18:39:38.329294	210219393	B
2025-09-11 18:39:38.333518	110118742	A
2025-09-11 18:39:38.333518	210219320	B
2025-09-11 18:39:38.337743	110118773	A
2025-09-11 18:39:38.337743	210220992	B
2025-09-11 18:39:38.341966	110118797	A
2025-09-11 18:39:38.341966	210219609	B
2025-09-11 18:39:38.346191	110118747	A
2025-09-11 18:39:38.346191	210219380	B
2025-09-11 18:39:38.350415	110118916	A
2025-09-11 18:39:38.350415	210219320	B
2025-09-11 18:39:38.354640	110118743	A
2025-09-11 18:39:38.354640	210219340	B
2025-09-11 18:39:38.358865	110117052	A
2025-09-11 18:39:38.358865	210217755	B
2025-09-11 18:39:38.363088	110118803	A
2025-09-11 18:39:38.363088	210219314	B
2025-09-11 18:39:38.367313	110118805	A
2025-09-11 18:39:38.367313	210219493	B
2025-09-11 18:39:38.371537	110118742	A
2025-09-11 18:39:38.371537	210219267	B
2025-09-11 18:39:38.375762	110118508	A
2025-09-11 18:39:38.375762	210220929	B
2025-09-11 18:39:38.379985	110118736	A
2025-09-11 18:39:38.379985	210219234	B
2025-09-11 18:39:38.384210	110118629	A
2025-09-11 18:39:38.384210	210219287	B
2025-09-11 18:39:38.388435	110118623	A
2025-09-11 18:39:38.388435	210219148	B
2025-09-11 18:39:38.392659	110118626	A
2025-09-11 18:39:38.392659	210219443	B
2025-09-11 18:39:38.396884	110115375	A
2025-09-11 18:39:38.396884	210215989	B
2025-09-11 18:39:38.401107	110118917	A
2025-09-11 18:39:38.401107	210219307	B
2025-09-11 18:39:38.405332	110118749	A
2025-09-11 18:39:38.405332	210219293	B
2025-09-11 18:39:38.409556	110118627	A
2025-09-11 18:39:38.409556	210219320	B
2025-09-11 18:39:38.413781	110118741	A
2025-09-11 18:39:38.413781	210217541	B
2025-09-11 18:39:38.418004	110118806	A
2025-09-11 18:39:38.418004	210219317	B
2025-09-11 18:39:38.422229	110118507	A
2025-09-11 18:39:38.422229	210219363	B
2025-09-11 18:39:38.426454	110118569	A
2025-09-11 18:39:38.426454	210219264	B
2025-09-11 18:39:38.430678	110118626	A
2025-09-11 18:39:38.430678	210219390	B
2025-09-11 18:39:38.434903	110116869	A
2025-09-11 18:39:38.434903	210217547	B
2025-09-11 18:39:38.439126	110118820	A
2025-09-11 18:39:38.439126	210219300	B
2025-09-11 18:39:38.443351	110118744	A
2025-09-11 18:39:38.443351	210219367	B
2025-09-11 18:39:38.447576	110118742	A
2025-09-11 18:39:38.447576	210219314	B
2025-09-11 18:39:38.451800	110118740	A
2025-09-11 18:39:38.451800	210220932	B
2025-09-11 18:39:38.456024	110118747	A
2025-09-11 18:39:38.456024	210219333	B
2025-09-11 18:39:38.460248	110118745	A
2025-09-11 18:39:38.460248	210219616	B
2025-09-11 18:39:38.464473	110118686	A
2025-09-11 18:39:38.464473	210219357	B
2025-09-11 18:39:38.468697	110118568	A
2025-09-11 18:39:38.468697	210219257	B
2025-09-11 18:39:38.472922	110123830	A
2025-09-11 18:39:38.472922	210224280	B
2025-09-11 18:39:38.477145	110118686	A
2025-09-11 18:39:38.477145	210219148	B
2025-09-11 18:39:38.481370	110118803	A
2025-09-11 18:39:38.481370	210219367	B
2025-09-11 18:39:38.485595	110118741	A
2025-09-11 18:39:38.485595	210219363	B
2025-09-11 18:39:38.489819	110115236	A
2025-09-11 18:39:38.489819	210215933	B
2025-09-11 18:39:38.494043	110118742	A
2025-09-11 18:39:38.494043	210219267	B
2025-09-11 18:39:38.498267	110118626	A
2025-09-11 18:39:38.498267	210219148	B
2025-09-11 18:39:38.502492	110118572	A
2025-09-11 18:39:38.502492	210219370	B
2025-09-11 18:39:38.506717	110118744	A
2025-09-11 18:39:38.506717	210222727	B
2025-09-11 18:39:38.510941	110118745	A
2025-09-11 18:39:38.510941	210219440	B
2025-09-11 18:39:38.515164	110118801	A
2025-09-11 18:39:38.515164	210219330	B
2025-09-11 18:39:38.519389	110118626	A
2025-09-11 18:39:38.519389	210219320	B
2025-09-11 18:39:38.523614	110118688	A
2025-09-11 18:39:38.523614	210219194	B
2025-09-11 18:39:38.527838	110116873	A
2025-09-11 18:39:38.527838	210217642	B
2025-09-11 18:39:38.532062	110118862	A
2025-09-11 18:39:38.532062	210219311	B
2025-09-11 18:39:38.536286	110118801	A
2025-09-11 18:39:38.536286	210219493	B
2025-09-11 18:39:38.540511	110118686	A
2025-09-11 18:39:38.540511	210219377	B
2025-09-11 18:39:38.544736	110118742	A
2025-09-11 18:39:38.544736	210221101	B
2025-09-11 18:39:38.548959	110118623	A
2025-09-11 18:39:38.548959	210219403	B
2025-09-11 18:39:38.553184	110118853	A
2025-09-11 18:39:38.553184	210219553	B
2025-09-11 18:39:38.557408	110118890	A
2025-09-11 18:39:38.557408	210219443	B
2025-09-11 18:39:38.561633	110118745	A
2025-09-11 18:39:38.561633	210219433	B
2025-09-11 18:39:38.565857	110117104	A
2025-09-11 18:39:38.565857	210217642	B
2025-09-11 18:39:38.570081	110118859	A
2025-09-11 18:39:38.570081	210219324	B
2025-09-11 18:39:38.574305	110118627	A
2025-09-11 18:39:38.574305	210219248	B
2025-09-11 18:39:38.578530	110118742	A
2025-09-11 18:39:38.578530	210219510	B
2025-09-11 18:39:38.582755	110118747	A
2025-09-11 18:39:38.582755	210220932	B
2025-09-11 18:39:38.586978	110118689	A
2025-09-11 18:39:38.586978	210219390	B
2025-09-11 18:39:38.591203	110118621	A
2025-09-11 18:39:38.591203	210219261	B
2025-09-11 18:39:38.595427	110118683	A
2025-09-11 18:39:38.595427	210219327	B
2025-09-11 18:39:38.599652	110118632	A
2025-09-11 18:39:38.599652	210219310	B
2025-09-11 18:39:38.603877	110117043	A
2025-09-11 18:39:38.603877	210217642	B
2025-09-11 18:39:38.608100	110118857	A
2025-09-11 18:39:38.608100	210219500	B
2025-09-11 18:39:38.612325	110118687	A
2025-09-11 18:39:38.612325	210219393	B
2025-09-11 18:39:38.616549	110118569	A
2025-09-11 18:39:38.616549	210219267	B
2025-09-11 18:39:38.620774	110118805	A
2025-09-11 18:39:38.620774	210220971	B
2025-09-11 18:39:38.624997	110118799	A
2025-09-11 18:39:38.624997	210219317	B
2025-09-11 18:39:38.629222	110118862	A
2025-09-11 18:39:38.629222	210219393	B
2025-09-11 18:39:38.633446	110118745	A
2025-09-11 18:39:38.633446	210219283	B
2025-09-11 18:39:38.637671	110118855	A
2025-09-11 18:39:38.637671	210219493	B
2025-09-11 18:39:38.641896	110117105	A
2025-09-11 18:39:38.641896	210217759	B
2025-09-11 18:39:38.646119	110118681	A
2025-09-11 18:39:38.646119	210219377	B
2025-09-11 18:39:38.650344	110118856	A
2025-09-11 18:39:38.650344	210219440	B
2025-09-11 18:39:38.654568	110118625	A
2025-09-11 18:39:38.654568	210219154	B
2025-09-11 18:39:38.658793	110118624	A
2025-09-11 18:39:38.658793	210221023	B
2025-09-11 18:39:38.663016	110118743	A
2025-09-11 18:39:38.663016	210219304	B
2025-09-11 18:39:38.667241	110118859	A
2025-09-11 18:39:38.667241	210219506	B
2025-09-11 18:39:38.671466	110118622	A
2025-09-11 18:39:38.671466	210219280	B
2025-09-11 18:39:38.675690	110118738	A
2025-09-11 18:39:38.675690	210219559	B
2025-09-11 18:39:38.679915	110117040	A
2025-09-11 18:39:38.679915	210217705	B
2025-09-11 18:39:38.684138	110118853	A
2025-09-11 18:39:38.684138	210219370	B
2025-09-11 18:39:38.688363	110118857	A
2025-09-11 18:39:38.688363	210219512	B
2025-09-11 18:39:38.692587	110118628	A
2025-09-11 18:39:38.692587	210219377	B
2025-09-11 18:39:38.696812	110118686	A
2025-09-11 18:39:38.696812	210221048	B
2025-09-11 18:39:38.701035	110118685	A
2025-09-11 18:39:38.701035	210219384	B
2025-09-11 18:39:38.705260	110118744	A
2025-09-11 18:39:38.705260	210219433	B
2025-09-11 18:39:38.709485	110118799	A
2025-09-11 18:39:38.709485	210219486	B
2025-09-11 18:39:38.713709	110118742	A
2025-09-11 18:39:38.713709	210219373	B
2025-09-11 18:39:38.717934	110118741	A
2025-09-11 18:39:38.717934	210219453	B
2025-09-11 18:39:38.722157	110118805	A
2025-09-11 18:39:38.722157	210219430	B
2025-09-11 18:39:38.726382	110118913	A
2025-09-11 18:39:38.726382	210219374	B
2025-09-11 18:39:38.730606	110118742	A
2025-09-11 18:39:38.730606	210219317	B
2025-09-11 18:39:38.734831	110117222	A
2025-09-11 18:39:38.734831	210217689	B
2025-09-11 18:39:38.739054	110118684	A
2025-09-11 18:39:38.739054	210219510	B
2025-09-11 18:39:38.743279	110118745	A
2025-09-11 18:39:38.743279	210219330	B
2025-09-11 18:39:38.747504	110118570	A
2025-09-11 18:39:38.747504	210219304	B
2025-09-11 18:39:38.751728	110118721	A
2025-09-11 18:39:38.751728	210217762	B
2025-09-11 18:39:38.755952	110118627	A
2025-09-11 18:39:38.755952	210219350	B
2025-09-11 18:39:38.760176	110118627	A
2025-09-11 18:39:38.760176	210219373	B
2025-09-11 18:39:38.764401	110118682	A
2025-09-11 18:39:38.764401	210219314	B
2025-09-11 18:39:38.768626	110118741	A
2025-09-11 18:39:38.768626	210219374	B
2025-09-11 18:39:38.772850	110115347	A
2025-09-11 18:39:38.772850	210216046	B
2025-09-11 18:39:38.777074	110118567	A
2025-09-11 18:39:38.777074	210219184	B
2025-09-11 18:39:38.781298	110118630	A
2025-09-11 18:39:38.781298	210219324	B
2025-09-11 18:39:38.785523	110118738	A
2025-09-11 18:39:38.785523	210219424	B
2025-09-11 18:39:38.789747	110118627	A
2025-09-11 18:39:38.789747	210220819	B
2025-09-11 18:39:38.793971	110118862	A
2025-09-11 18:39:38.793971	210219472	B
2025-09-11 18:39:38.798195	110118506	A
2025-09-11 18:39:38.798195	210219394	B
2025-09-11 18:39:38.802420	110118744	A
2025-09-11 18:39:38.802420	210219480	B
2025-09-11 18:39:38.806645	110118801	A
2025-09-11 18:39:38.806645	210219436	B
2025-09-11 18:39:38.810869	110117040	A
2025-09-11 18:39:38.810869	210219377	B
2025-09-11 18:39:38.815093	110118564	A
2025-09-11 18:39:38.815093	210219317	B
2025-09-11 18:39:38.819317	110118688	A
2025-09-11 18:39:38.819317	210219436	B
2025-09-11 18:39:38.823542	110118745	A
2025-09-11 18:39:38.823542	210219198	B
2025-09-11 18:39:38.827767	110118684	A
2025-09-11 18:39:38.827767	210220944	B
2025-09-11 18:39:38.831990	110118625	A
2025-09-11 18:39:38.831990	210219337	B
2025-09-11 18:39:38.836215	110118911	A
2025-09-11 18:39:38.836215	210219483	B
2025-09-11 18:39:38.840439	110118567	A
2025-09-11 18:39:38.840439	210219264	B
2025-09-11 18:39:38.844664	110118683	A
2025-09-11 18:39:38.844664	210219357	B
2025-09-11 18:39:38.848888	110117002	A
2025-09-11 18:39:38.848888	210217755	B
2025-09-11 18:39:38.853112	110118569	A
2025-09-11 18:39:38.853112	210219367	B
2025-09-11 18:39:38.857336	110118740	A
2025-09-11 18:39:38.857336	210219317	B
2025-09-11 18:39:38.861561	110118514	A
2025-09-11 18:39:38.861561	210219085	B
2025-09-11 18:39:38.865786	110118455	A
2025-09-11 18:39:38.865786	210220819	B
2025-09-11 18:39:38.870009	110118627	A
2025-09-11 18:39:38.870009	210219201	B
2025-09-11 18:39:38.874234	110118741	A
2025-09-11 18:39:38.874234	210219254	B
2025-09-11 18:39:38.878458	110118685	A
2025-09-11 18:39:38.878458	210219387	B
2025-09-11 18:39:38.882683	110118683	A
2025-09-11 18:39:38.882683	210219075	B
2025-09-11 18:39:38.886908	110117042	A
2025-09-11 18:39:38.886908	210217775	B
2025-09-11 18:39:38.891131	110118566	A
2025-09-11 18:39:38.891131	210219088	B
2025-09-11 18:39:38.895355	110118656	A
2025-09-11 18:39:38.895355	210219128	B
2025-09-11 18:39:38.899580	110118569	A
2025-09-11 18:39:38.899580	210219208	B
2025-09-11 18:39:38.903805	110118741	A
2025-09-11 18:39:38.903805	210220922	B
2025-09-11 18:39:38.908028	110118859	A
2025-09-11 18:39:38.908028	210219446	B
2025-09-11 18:39:38.912253	110118625	A
2025-09-11 18:39:38.912253	210219128	B
2025-09-11 18:39:38.916477	110118914	A
2025-09-11 18:39:38.916477	210219493	B
2025-09-11 18:39:38.920702	110118800	A
2025-09-11 18:39:38.920702	210219307	B
2025-09-11 18:39:38.924927	110118623	A
2025-09-11 18:39:38.924927	210219331	B
2025-09-11 18:39:38.929150	110118569	A
2025-09-11 18:39:38.929150	210219241	B
2025-09-11 18:39:38.933375	110118972	A
2025-09-11 18:39:38.933375	210219380	B
2025-09-11 18:39:38.937599	110118742	A
2025-09-11 18:39:38.937599	210219254	B
2025-09-11 18:39:38.941824	110115528	A
2025-09-11 18:39:38.941824	210216108	B
2025-09-11 18:39:38.946047	110118686	A
2025-09-11 18:39:38.946047	210219238	B
2025-09-11 18:39:38.950272	110118742	A
2025-09-11 18:39:38.950272	210219390	B
2025-09-11 18:39:38.954496	110118624	A
2025-09-11 18:39:38.954496	210219483	B
2025-09-11 18:39:38.958721	110118743	A
2025-09-11 18:39:38.958721	210222717	B
2025-09-11 18:39:38.962946	110118686	A
2025-09-11 18:39:38.962946	210219380	B
2025-09-11 18:39:38.967169	110118742	A
2025-09-11 18:39:38.967169	210219324	B
2025-09-11 18:39:38.971394	110118802	A
2025-09-11 18:39:38.971394	210219387	B
2025-09-11 18:39:38.975618	110118798	A
2025-09-11 18:39:38.975618	210219390	B
2025-09-11 18:39:38.979843	110116990	A
2025-09-11 18:39:38.979843	210217632	B
2025-09-11 18:39:38.984066	110118627	A
2025-09-11 18:39:38.984066	210219261	B
2025-09-11 18:39:38.988291	110118627	A
2025-09-11 18:39:38.988291	210219486	B
2025-09-11 18:39:38.992516	110118627	A
2025-09-11 18:39:38.992516	210219503	B
2025-09-11 18:39:38.996740	110118682	A
2025-09-11 18:39:38.996740	210220982	B
2025-09-11 18:39:39.000964	110118688	A
2025-09-11 18:39:39.000964	210219377	B
2025-09-11 18:39:39.005188	110118801	A
2025-09-11 18:39:39.005188	210219370	B
2025-09-11 18:39:39.009413	110118522	A
2025-09-11 18:39:39.009413	210219128	B
2025-09-11 18:39:39.013637	110118800	A
2025-09-11 18:39:39.013637	210219503	B
2025-09-11 18:39:39.017862	110117162	A
2025-09-11 18:39:39.017862	210217579	B
2025-09-11 18:39:39.022085	110118802	A
2025-09-11 18:39:39.022085	210219311	B
2025-09-11 18:39:39.026310	110118624	A
2025-09-11 18:39:39.026310	210219185	B
2025-09-11 18:39:39.030535	110118616	A
2025-09-11 18:39:39.030535	210219443	B
2025-09-11 18:39:39.034759	110118685	A
2025-09-11 18:39:39.034759	210220999	B
2025-09-11 18:39:39.038983	110118686	A
2025-09-11 18:39:39.038983	210219317	B
2025-09-11 18:39:39.043207	110118857	A
2025-09-11 18:39:39.043207	210219477	B
2025-09-11 18:39:39.047432	110118621	A
2025-09-11 18:39:39.047432	210219394	B
2025-09-11 18:39:39.051657	110118802	A
2025-09-11 18:39:39.051657	210219500	B
2025-09-11 18:39:39.055881	110116928	A
2025-09-11 18:39:39.055881	210217499	B
2025-09-11 18:39:39.060105	110118628	A
2025-09-11 18:39:39.060105	210219320	B
2025-09-11 18:39:39.064329	110118621	A
2025-09-11 18:39:39.064329	210219268	B
2025-09-11 18:39:39.068554	110118571	A
2025-09-11 18:39:39.068554	210219430	B
2025-09-11 18:39:39.072779	110118922	A
2025-09-11 18:39:39.072779	210221168	B
2025-09-11 18:39:39.077002	110118863	A
2025-09-11 18:39:39.077002	210219549	B
2025-09-11 18:39:39.081226	110118800	A
2025-09-11 18:39:39.081226	210219493	B
2025-09-11 18:39:39.085451	110118738	A
2025-09-11 18:39:39.085451	210219552	B
2025-09-11 18:39:39.089676	110118801	A
2025-09-11 18:39:39.089676	210219546	B
2025-09-11 18:39:39.093900	110115590	A
2025-09-11 18:39:39.093900	210216213	B
2025-09-11 18:39:39.098124	110118685	A
2025-09-11 18:39:39.098124	210219181	B
2025-09-11 18:39:39.102348	110118743	A
2025-09-11 18:39:39.102348	210219433	B
2025-09-11 18:39:39.106573	110118860	A
2025-09-11 18:39:39.106573	210219503	B
2025-09-11 18:39:39.110798	110118800	A
2025-09-11 18:39:39.110798	210217762	B
2025-09-11 18:39:39.115021	110118801	A
2025-09-11 18:39:39.115021	210219374	B
2025-09-11 18:39:39.119246	110118674	A
2025-09-11 18:39:39.119246	210219433	B
2025-09-11 18:39:39.123470	110118569	A
2025-09-11 18:39:39.123470	210219443	B
2025-09-11 18:39:39.127695	110118859	A
2025-09-11 18:39:39.127695	210219317	B
2025-09-11 18:39:39.131919	110123772	A
2025-09-11 18:39:39.131919	210224280	B
2025-09-11 18:39:39.136143	110118745	A
2025-09-11 18:39:39.136143	210219503	B
2025-09-11 18:39:39.140367	110118857	A
2025-09-11 18:39:39.140367	210219476	B
2025-09-11 18:39:39.144592	110118797	A
2025-09-11 18:39:39.144592	210219373	B
2025-09-11 18:39:39.148817	110115523	A
2025-09-11 18:39:39.148817	210216280	B
2025-09-11 18:39:39.153040	110118803	A
2025-09-11 18:39:39.153040	210219387	B
2025-09-11 18:39:39.157265	110118610	A
2025-09-11 18:39:39.157265	210219426	B
2025-09-11 18:39:39.161489	110118801	A
2025-09-11 18:39:39.161489	210219518	B
2025-09-11 18:39:39.165714	110118623	A
2025-09-11 18:39:39.165714	210219264	B
2025-09-11 18:39:39.169939	110118627	A
2025-09-11 18:39:39.169939	210219440	B
2025-09-11 18:39:39.174162	110118799	A
2025-09-11 18:39:39.174162	210219387	B
2025-09-11 18:39:39.178386	110118853	A
2025-09-11 18:39:39.178386	210219427	B
2025-09-11 18:39:39.182611	110118686	A
2025-09-11 18:39:39.182611	210219430	B
2025-09-11 18:39:39.186836	110117051	A
2025-09-11 18:39:39.186836	210217656	B
2025-09-11 18:39:39.191059	110118684	A
2025-09-11 18:39:39.191059	210219436	B
2025-09-11 18:39:39.195284	110118509	A
2025-09-11 18:39:39.195284	210219280	B
2025-09-11 18:39:39.199508	110118737	A
2025-09-11 18:39:39.199508	210219426	B
2025-09-11 18:39:39.203733	110118626	A
2025-09-11 18:39:39.203733	210221104	B
2025-09-11 18:39:39.207956	110118859	A
2025-09-11 18:39:39.207956	210219440	B
2025-09-11 18:39:39.212181	110118557	A
2025-09-11 18:39:39.212181	210219293	B
2025-09-11 18:39:39.216406	110118745	A
2025-09-11 18:39:39.216406	210219525	B
2025-09-11 18:39:39.220630	110118627	A
2025-09-11 18:39:39.220630	210219208	B
2025-09-11 18:39:39.224855	110117218	A
2025-09-11 18:39:39.224855	210217818	B
2025-09-11 18:39:39.229078	110118683	A
2025-09-11 18:39:39.229078	210219427	B
2025-09-11 18:39:39.233303	110118627	A
2025-09-11 18:39:39.233303	210219469	B
2025-09-11 18:39:39.237527	110118742	A
2025-09-11 18:39:39.237527	210219387	B
2025-09-11 18:39:39.241752	110118625	A
2025-09-11 18:39:39.241752	210220954	B
2025-09-11 18:39:39.245975	110118569	A
2025-09-11 18:39:39.245975	210219138	B
2025-09-11 18:39:39.250200	110118411	A
2025-09-11 18:39:39.250200	210219198	B
2025-09-11 18:39:39.254425	110118682	A
2025-09-11 18:39:39.254425	210219384	B
2025-09-11 18:39:39.258649	110118565	A
2025-09-11 18:39:39.258649	210219214	B
2025-09-11 18:39:39.262874	110117106	A
2025-09-11 18:39:39.262874	210217639	B
2025-09-11 18:39:39.267097	110118800	A
2025-09-11 18:39:39.267097	210219274	B
2025-09-11 18:39:39.271322	110118756	A
2025-09-11 18:39:39.271322	210219317	B
2025-09-11 18:39:39.275547	110118629	A
2025-09-11 18:39:39.275547	210219377	B
2025-09-11 18:39:39.279771	110118623	A
2025-09-11 18:39:39.279771	210220824	B
2025-09-11 18:39:39.283994	110118799	A
2025-09-11 18:39:39.283994	210219267	B
2025-09-11 18:39:39.288219	110118742	A
2025-09-11 18:39:39.288219	210219377	B
2025-09-11 18:39:39.292444	110118814	A
2025-09-11 18:39:39.292444	210219317	B
2025-09-11 18:39:39.296668	110118745	A
2025-09-11 18:39:39.296668	210219268	B
2025-09-11 18:39:39.300893	110117105	A
2025-09-11 18:39:39.300893	210217828	B
2025-09-11 18:39:39.305116	110118681	A
2025-09-11 18:39:39.305116	210219396	B
2025-09-11 18:39:39.309341	110120381	A
2025-09-11 18:39:39.309341	210220926	B
2025-09-11 18:39:39.313566	110118856	A
2025-09-11 18:39:39.313566	210219447	B
2025-09-11 18:39:39.317790	110118684	A
2025-09-11 18:39:39.317790	210221003	B
2025-09-11 18:39:39.322014	110118682	A
2025-09-11 18:39:39.322014	210219251	B
2025-09-11 18:39:39.326238	110118625	A
2025-09-11 18:39:39.326238	210219380	B
2025-09-11 18:39:39.330463	110118685	A
2025-09-11 18:39:39.330463	210219377	B
2025-09-11 18:39:39.334688	110118977	A
2025-09-11 18:39:39.334688	210219426	B
2025-09-11 18:39:39.338912	110116936	A
2025-09-11 18:39:39.338912	210217572	B
2025-09-11 18:39:39.343135	110118915	A
2025-09-11 18:39:39.343135	210219430	B
2025-09-11 18:39:39.347360	110118686	A
2025-09-11 18:39:39.347360	210219377	B
2025-09-11 18:39:39.351585	110118681	A
2025-09-11 18:39:39.351585	210219254	B
2025-09-11 18:39:39.355809	110118627	A
2025-09-11 18:39:39.355809	210220923	B
2025-09-11 18:39:39.360033	110118627	A
2025-09-11 18:39:39.360033	210219254	B
2025-09-11 18:39:39.364257	110118685	A
2025-09-11 18:39:39.364257	210219138	B
2025-09-11 18:39:39.368482	110118569	A
2025-09-11 18:39:39.368482	210219387	B
2025-09-11 18:39:39.372707	110118684	A
2025-09-11 18:39:39.372707	210219387	B
2025-09-11 18:39:39.376931	110118684	A
2025-09-11 18:39:39.376931	210219377	B
2025-09-11 18:39:39.381155	110118509	A
2025-09-11 18:39:39.381155	210219188	B
2025-09-11 18:39:39.385379	110118799	A
2025-09-11 18:39:39.385379	210219489	B
2025-09-11 18:39:39.389604	110118689	A
2025-09-11 18:39:39.389604	210219337	B
2025-09-11 18:39:39.393829	110115350	A
2025-09-11 18:39:39.393829	210215971	B
2025-09-11 18:39:39.398052	110118688	A
2025-09-11 18:39:39.398052	210219490	B
2025-09-11 18:39:39.402276	110118680	A
